round,node,cpus,driver,team,model,1,2,3,4,5,6,7,8,9,10
round9,charlie,10,default,TrinitySRITrojAI,16bit_id-3,0.19405102729797363,0.19406342506408691,0.1940300017595291,0.19403302669525146,0.19405105710029602,0.1940414011478424,0.19407036900520325,0.1940585970878601,0.19407588243484497,0.19402344524860382
round9,juliett,10,default,TrinitySRITrojAI,16bit_id-3,0.19406959414482117,0.1941051185131073,0.19404210150241852,0.19405882060527802,0.1940644085407257,0.194034606218338,0.19409669935703278,0.194085493683815,0.19408994913101196,0.19407321512699127
round9,kilo,10,default,TrinitySRITrojAI,16bit_id-3,0.19406959414482117,0.1941051185131073,0.19404210150241852,0.19405882060527802,0.1940644085407257,0.194034606218338,0.19409669935703278,0.194085493683815,0.19408994913101196,0.19407321512699127
