round,node,cpus,driver,team,model,1,2,3,4,5,6,7,8,9
round9,charlie,10,default,TrinitySRITrojAI,32bit_id-3,0.19403401017189026,0.19403402507305145,0.19403402507305145,0.19403402507305145,0.19403402507305145,0.19403402507305145,0.19403401017189026,0.19403401017189026,0.19403402507305145,0.19403402507305145
