round,node,cores,driver,team,1,2,3,DROP
round9,charlie,10,default,ICSI-2,0.5865290053371768,0.547174244121703,0.8068290294800751,
round9,charlie,10,default,ICSI-UMD,0.6309685299222515,0.6309685299222515,0.6309685299222515,
round9,charlie,10,default,Perspecta,,
round9,charlie,10,default,Perspecta-IUB,0.7442245118417804,0.7442239324825036,0.6933758283432648,
round9,charlie,10,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,10,default,PL-GIFT,0.9166231137103711,0.9705316028152555,0.99,
round9,charlie,10,default,TrinitySRITrojAI,0.8789681196212769,0.8789681196212769,0.8789681196212769,
round9,charlie,10,default,TrinitySRITrojAI-BostonU,0.5209729671478271,0.5298190712928772,0.530158519744873,
round9,charlie,10,default,TrinitySRITrojAI-SBU,0.8881816267967224,0.9621728658676147,0.882990837097168,
round9,charlie,10,default,trojai-example,0.5455298711058075,0.3273530223980118,0.13566615298368068,
round9,charlie,11,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,12,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,13,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,14,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,15,default,Perspecta-PurdueRutgers,0.931,0.931,
round9,charlie,16,default,Perspecta-PurdueRutgers,,
round9,charlie,17,default,Perspecta-PurdueRutgers,,
round9,charlie,18,default,Perspecta-PurdueRutgers,,
round9,charlie,19,default,Perspecta-PurdueRutgers,,
round9,charlie,20,default,ICSI-UMD,0.6309685299222515,
round9,charlie,20,default,Perspecta-PurdueRutgers,0.931,
round9,charlie,20,default,TrinitySRITrojAI,0.8789681196212769,
round9,charlie,21,default,ICSI-UMD,0.6309685299222515,
round9,charlie,21,default,Perspecta-PurdueRutgers,0.931,
round9,charlie,21,default,TrinitySRITrojAI,0.8789681196212769,
round9,charlie,30,default,ICSI-UMD,0.6309685299222515,
round9,charlie,30,default,Perspecta-PurdueRutgers,0.931,
round9,charlie,30,default,TrinitySRITrojAI,0.8789681196212769,
round9,charlie,31,default,ICSI-UMD,0.6309685299222515,
round9,charlie,31,default,Perspecta-PurdueRutgers,0.931,
round9,charlie,31,default,TrinitySRITrojAI,0.8789681196212769,
round9,charlie,40,default,ICSI-UMD,0.6309685299222515,
round9,charlie,40,default,Perspecta-PurdueRutgers,0.931,
round9,charlie,40,default,TrinitySRITrojAI,0.8789681196212769,
round9,charlie,41,default,ICSI-UMD,0.6309685299222515,
round9,charlie,41,default,Perspecta-PurdueRutgers,0.931,
